ID,Választókerület,Nyertes,Nyertesre leadott szavazatok száma,Nyertesre leadott szavazatok aránya a választókerületben leadott összes szavazaton belül,Második hely,Másodikra leadott szavazatok száma,Másodikra leadott szavazatok aránya a választókerületben leadott összes szavazaton belül,info,Fideszre leadott szavazatok száma,Összesített ellenzéki szavazatok száma,Év,,,
2018_11,Budapest 11. számú egyéni választókerület,Varju László (DK),23238,40.8,Dr. Zsigmond Barna Pál (FIDESZ-KDNP),20080,35.26,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='DK' class='first first2'><td>Varju László (DK)</td><td>23238 (40,8%)</td></tr><tr class='FIDESZKDNP'><td>Dr. Zsigmond Barna Pál (FIDESZ-KDNP)</td><td>20080 (35,26%)</td></tr><tr class='JOBBIK'><td>Hegedűs Lóránt Gézáné (JOBBIK)</td><td>5826 (10,23%)</td></tr><tr class='LMP'><td>Kanász-Nagy Máté (LMP)</td><td>3459 (6,07%)</td></tr><tr class='Függetlenjelölt'><td>Horváth Imre (Független jelölt)</td><td>1332 (2,34%)</td></tr><tr class='MOMENTUM'><td>Molnár Tibor Dániel (MOMENTUM)</td><td>1278 (2,24%)</td></tr><tr class='MKKP'><td>Paizs Miklós Lajos (MKKP)</td><td>1064 (1,87%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Fehérvári Zsolt István (MAGYAR MUNKÁSPÁRT)</td><td>188 (0,33%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Sedon Béla (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>117 (0,21%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Mónus Katalin (KÖZÖS NEVEZŐ 2018)</td><td>87 (0,15%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Mészárosné Pércsi Anita (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>66 (0,12%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Galyas István (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>59 (0,1%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Horváth József (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>36 (0,06%)</td></tr><tr class='ORIGÓPÁRT'><td>Fuglovics-Hedvicsek Sándor (ORIGÓ PÁRT)</td><td>35 (0,06%)</td></tr><tr class='HAJRÁMAGYARORSZÁG!PÁRT'><td>Gulyás Lászlóné (HAJRÁ MAGYARORSZÁG! PÁRT)</td><td>33 (0,06%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Derecskei Magdolna (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>33 (0,06%)</td></tr><tr class='TENNIAKARÁSMOZGALOM'><td>Agócs János (TENNI AKARÁS MOZGALOM)</td><td>25 (0,04%)</td></tr></table>",20080,33801,2018,,,
2018_12,Budapest 12. számú egyéni választókerület,Hajdu László (DK),23212,42.25,László Tamás (FIDESZ-KDNP),20622,37.54,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='DK' class='first first2'><td>Hajdu László (DK)</td><td>23212 (42,25%)</td></tr><tr class='FIDESZKDNP'><td>László Tamás (FIDESZ-KDNP)</td><td>20622 (37,54%)</td></tr><tr class='JOBBIK'><td>Dr. Gyenes Géza József (JOBBIK)</td><td>5640 (10,27%)</td></tr><tr class='LMP'><td>Szilvágyi László (LMP)</td><td>2540 (4,62%)</td></tr><tr class='MOMENTUM'><td>Krisztics Bianka Ilona (MOMENTUM)</td><td>1082 (1,97%)</td></tr><tr class='MKKP'><td>Pálmai Attila (MKKP)</td><td>1048 (1,91%)</td></tr><tr><td>Móricz Eszter ()</td><td>388 (0,71%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Mihály László (MAGYAR MUNKÁSPÁRT)</td><td>231 (0,42%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Parragh Lajos (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>72 (0,13%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Honti Richárd (KÖZÖS NEVEZŐ 2018)</td><td>65 (0,12%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Majoros István (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>37 (0,07%)</td></tr></table>",20622,32474,2018,,,
2018_13,Budapest 13. számú egyéni választókerület,Szatmáry Kristóf (FIDESZ-KDNP),23328,41.91,Vajda Zoltán Tamás (EGYÜTT),22245,39.96,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Szatmáry Kristóf (FIDESZ-KDNP)</td><td>23328 (41,91%)</td></tr><tr class='EGYÜTT'><td>Vajda Zoltán Tamás (EGYÜTT)</td><td>22245 (39,96%)</td></tr><tr class='JOBBIK'><td>Tokody Marcell Gergely (JOBBIK)</td><td>5086 (9,14%)</td></tr><tr class='LMP'><td>Mizsei László (LMP)</td><td>4048 (7,27%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Koch János (MAGYAR MUNKÁSPÁRT)</td><td>311 (0,56%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Derecskei Anita (KÖZÖS NEVEZŐ 2018)</td><td>187 (0,34%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Tóthné Farkas Anita (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>137 (0,25%)</td></tr><tr><td>Molnár Mikeás ()</td><td>87 (0,16%)</td></tr><tr class='NETPÁRT'><td>Csomor Judit (NET PÁRT)</td><td>70 (0,13%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Szántai Péter (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>64 (0,11%)</td></tr><tr class='IRÁNYTŰPÁRT'><td>Schiller Katalin Natália (IRÁNYTŰ PÁRT)</td><td>52 (0,09%)</td></tr><tr class='NEMZETIEGYÜTTMŰKÖDÉSÉSMEGBÉKÉLÉSPÁRT'><td>Tánczos Tamás Antal (NEMZETI EGYÜTTMŰKÖDÉS ÉS MEGBÉKÉLÉS PÁRT)</td><td>52 (0,09%)</td></tr></table>",23328,31379,2018,,,
2018_14,Budapest 14. számú egyéni választókerület,Dunai Mónika (FIDESZ-KDNP),23784,41.17,Lukoczki Károly (MSZP-P),21512,37.23,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Dunai Mónika (FIDESZ-KDNP)</td><td>23784 (41,17%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Lukoczki Károly (MSZP-PÁRBESZÉD)</td><td>21512 (37,23%)</td></tr><tr class='JOBBIK'><td>Szilágyi György (JOBBIK)</td><td>7536 (13,04%)</td></tr><tr class='LMP'><td>Dr. Schmuck Erzsébet (LMP)</td><td>2826 (4,89%)</td></tr><tr class='MOMENTUM'><td>Tóth Endre (MOMENTUM)</td><td>1608 (2,78%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Fléger István Tamás (MAGYAR MUNKÁSPÁRT)</td><td>253 (0,44%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Kelemenné Jancsó Mónika (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>137 (0,24%)</td></tr><tr class='NEMZETIEGYÜTTMŰKÖDÉSÉSMEGBÉKÉLÉSPÁRT'><td>Genetheim Barbara Éva (NEMZETI EGYÜTTMŰKÖDÉS ÉS MEGBÉKÉLÉS PÁRT)</td><td>119 (0,21%)</td></tr></table>",23784,33482,2018,,,
2018_15,Budapest 15. számú egyéni választókerület,Kunhalmi Ágnes (MSZP-P),27813,46.3,Kucsák László (FIDESZ-KDNP),23848,39.7,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='MSZPPÁRBESZÉD' class='first first2'><td>Kunhalmi Ágnes (MSZP-PÁRBESZÉD)</td><td>27813 (46,3%)</td></tr><tr class='FIDESZKDNP'><td>Kucsák László (FIDESZ-KDNP)</td><td>23848 (39,7%)</td></tr><tr class='JOBBIK'><td>Makai Tibor (JOBBIK)</td><td>6977 (11,61%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Mervel Zsolt (CSALÁDOK PÁRTJA)</td><td>524 (0,87%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Majoros Ágnes Málna (KÖZÖS NEVEZŐ 2018)</td><td>368 (0,61%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Megyes Zoltán István (MAGYAR MUNKÁSPÁRT)</td><td>226 (0,38%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Kozma Tímea (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>135 (0,22%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Pilán László (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>131 (0,22%)</td></tr><tr class='IRÁNYTŰPÁRT'><td>Szabó Balázs (IRÁNYTŰ PÁRT)</td><td>50 (0,08%)</td></tr></table>",23848,34790,2018,,,
2018_16,Budapest 16. számú egyéni választókerület,Dr. Hiller István (MSZP-P),22572,43.23,Földesi Gyula (FIDESZ-KDNP),19462,37.28,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='MSZPPÁRBESZÉD' class='first first2'><td>Dr. Hiller István (MSZP-PÁRBESZÉD)</td><td>22572 (43,23%)</td></tr><tr class='FIDESZKDNP'><td>Földesi Gyula (FIDESZ-KDNP)</td><td>19462 (37,28%)</td></tr><tr class='JOBBIK'><td>Bencsik János (JOBBIK)</td><td>6373 (12,21%)</td></tr><tr class='LMP'><td>Ferenczi István (LMP)</td><td>2287 (4,38%)</td></tr><tr class='MOMENTUM'><td>Teveli Dalma (MOMENTUM)</td><td>1060 (2,03%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Deli Károly (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>190 (0,36%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Fehér Máté József (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>141 (0,27%)</td></tr><tr><td>Papp Zoltán ()</td><td>78 (0,15%)</td></tr><tr class='ÉRTÜNKÉRTETEKAHITELESPÁRT'><td>Márton Kálmán (ÉRTÜNK ÉRTETEK - A HITELES PÁRT)</td><td>48 (0,09%)</td></tr></table>",19462,32292,2018,,,
2018_17,Budapest 17. számú egyéni választókerület,Dr. Szabó Szabolcs (EGYÜTT),23637,42.45,Németh Szilárd István (FIDESZ-KDNP),20653,37.09,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='EGYÜTT' class='first first2'><td>Dr. Szabó Szabolcs (EGYÜTT)</td><td>23637 (42,45%)</td></tr><tr class='FIDESZKDNP'><td>Németh Szilárd István (FIDESZ-KDNP)</td><td>20653 (37,09%)</td></tr><tr class='JOBBIK'><td>Bereczki Miklós (JOBBIK)</td><td>8673 (15,58%)</td></tr><tr class='MKKP'><td>Soltész Szilvia Nikolett (MKKP)</td><td>1374 (2,47%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Palczert Alexandra Petra (CSALÁDOK PÁRTJA)</td><td>317 (0,57%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Wolf József (MAGYAR MUNKÁSPÁRT)</td><td>303 (0,54%)</td></tr><tr class='KÖZÖSNEVEZŐ2018'><td>Honti-Majoros Ildikó (KÖZÖS NEVEZŐ 2018)</td><td>118 (0,21%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Soós Réka Anna (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>112 (0,2%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Andrásfai-Szerencse Ödön (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>101 (0,18%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Bokor Sándor (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>99 (0,18%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Kállai József (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>66 (0,12%)</td></tr><tr class='MAGYARORSZÁGONÉLŐDOLGOZÓÉSTANULÓEMBEREKPÁRTJA'><td>Bossányi Edina (MAGYARORSZÁGON ÉLŐ DOLGOZÓ ÉS TANULÓ EMBEREK PÁRTJA)</td><td>49 (0,09%)</td></tr><tr class='MINDENSZEGÉNYÉRTPÁRT'><td>Sztojka Ferenc (MINDEN SZEGÉNYÉRT PÁRT)</td><td>41 (0,07%)</td></tr><tr class='IRÁNYTŰPÁRT'><td>Kovács Enikő (IRÁNYTŰ PÁRT)</td><td>40 (0,07%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Csaja Józsefné (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>39 (0,07%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Tóthné Király Beáta (ÖSSZEFOGÁS PÁRT)</td><td>38 (0,07%)</td></tr><tr class='NETPÁRT'><td>Szalai Imre (NET PÁRT)</td><td>21 (0,04%)</td></tr></table>",20653,32310,2018,,,
2018_18,Budapest 18. számú egyéni választókerület,Molnár Gyula (MSZP-P),24983,41.45,Németh Zsolt Attila (FIDESZ-KDNP),24144,40.06,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='MSZPPÁRBESZÉD' class='first first2'><td>Molnár Gyula (MSZP-PÁRBESZÉD)</td><td>24983 (41,45%)</td></tr><tr class='FIDESZKDNP'><td>Németh Zsolt Attila (FIDESZ-KDNP)</td><td>24144 (40,06%)</td></tr><tr class='JOBBIK'><td>Dr. Staudt Gábor (JOBBIK)</td><td>5525 (9,17%)</td></tr><tr class='LMP'><td>Pitz Dániel (LMP)</td><td>2556 (4,24%)</td></tr><tr class='MOMENTUM'><td>Orosz Anna (MOMENTUM)</td><td>1703 (2,83%)</td></tr><tr class='MKKP'><td>Hotz Antal István (MKKP)</td><td>1220 (2,02%)</td></tr><tr class='AQUILAPÁRT'><td>Szeibert Márton (AQUILA PÁRT)</td><td>145 (0,24%)</td></tr></table>",24144,34767,2018,,,
2018_19,Baranya megye 1. számú egyéni választókerület,Dr. Mellár Tamás (Független jelölt),21988,39.26,Csizi Péter (FIDESZ-KDNP),20702,36.97,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='Függetlenjelölt' class='first first2'><td>Dr. Mellár Tamás (Független jelölt)</td><td>21988 (39,26%)</td></tr><tr class='FIDESZKDNP'><td>Csizi Péter (FIDESZ-KDNP)</td><td>20702 (36,97%)</td></tr><tr class='JOBBIK'><td>Fogarasi Gábor (JOBBIK)</td><td>7887 (14,08%)</td></tr><tr class='LMP'><td>Dr. Keresztes László Lóránt (LMP)</td><td>3059 (5,46%)</td></tr><tr class='MOMENTUM'><td>Nemes Balázs (MOMENTUM)</td><td>1011 (1,81%)</td></tr><tr class='MKKP'><td>Nagy Richárd (MKKP)</td><td>976 (1,74%)</td></tr><tr class='AHAZAPÁRTJA'><td>Szeghy Mária (A HAZA PÁRTJA)</td><td>139 (0,25%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Bauer János (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>137 (0,24%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Varga Dávid (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>104 (0,19%)</td></tr></table>",20702,33945,2018,,,
2018_20,Baranya megye 2. számú egyéni választókerület,Dr. Hoppál Péter Tamás (FIDESZ-KDNP),21471,40.11,Gyimesi Gábor Jenő (JOBBIK),11858,22.15,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Dr. Hoppál Péter Tamás (FIDESZ-KDNP)</td><td>21471 (40,11%)</td></tr><tr class='JOBBIK'><td>Gyimesi Gábor Jenő (JOBBIK)</td><td>11858 (22,15%)</td></tr><tr class='DK'><td>Nagy Ferenc (DK)</td><td>11160 (20,85%)</td></tr><tr class='LMP'><td>Hohn Krisztina (LMP)</td><td>4899 (9,15%)</td></tr><tr class='EGYÜTT'><td>Berkecz Balázs (EGYÜTT)</td><td>1277 (2,39%)</td></tr><tr class='MOMENTUM'><td>Körömi Attila (MOMENTUM)</td><td>1039 (1,94%)</td></tr><tr class='MKKP'><td>Martos Csongor (MKKP)</td><td>1015 (1,9%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Vasvári Ametiszt Rita (CSALÁDOK PÁRTJA)</td><td>327 (0,61%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Bogolin Csaba (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>144 (0,27%)</td></tr><tr class='MODERNMAGYARORSZÁGMOZGALOMPÁRT'><td>Tukora Gábor (MODERN MAGYARORSZÁG MOZGALOM PÁRT)</td><td>125 (0,23%)</td></tr><tr class='AHAZAPÁRTJA'><td>Lovasné Parczen Gabriella Anna (A HAZA PÁRTJA)</td><td>85 (0,16%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Kulcsár Jánosné (ÖSSZEFOGÁS PÁRT)</td><td>75 (0,14%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Rajczi Klára (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>50 (0,09%)</td></tr></table>",21471,30233,2018,,,
2018_21,Békés megye 1. számú egyéni választókerület,Herczeg Tamás József (FIDESZ-KDNP),22133,44.7,Kocziha Tünde (JOBBIK),16366,33.06,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Herczeg Tamás József (FIDESZ-KDNP)</td><td>22133 (44,7%)</td></tr><tr class='JOBBIK'><td>Kocziha Tünde (JOBBIK)</td><td>16366 (33,06%)</td></tr><tr class='DK'><td>Nagy-Huszein Tibor (DK)</td><td>5461 (11,03%)</td></tr><tr class='LMP'><td>Kovács Katalin Ildikó (LMP)</td><td>2610 (5,27%)</td></tr><tr class='MOMENTUM'><td>Almási István (MOMENTUM)</td><td>890 (1,8%)</td></tr><tr class='MKKP'><td>Babinszki Péter Pál (MKKP)</td><td>848 (1,71%)</td></tr><tr class='CSALÁDOKPÁRTJA'><td>Szegedi Éva (CSALÁDOK PÁRTJA)</td><td>252 (0,51%)</td></tr><tr class='Függetlenjelölt'><td>Faragó Anett (Független jelölt)</td><td>231 (0,47%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Frülich Nóra (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>163 (0,33%)</td></tr><tr class='Függetlenjelölt'><td>Csurár Ibolya (Független jelölt)</td><td>115 (0,23%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Szegedi Zoltán (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>98 (0,2%)</td></tr><tr class='AHAZAPÁRTJA'><td>Zsibrita András (A HAZA PÁRTJA)</td><td>89 (0,18%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Sarvak Robert (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>68 (0,14%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Juhász István Richárd (ÖSSZEFOGÁS PÁRT)</td><td>47 (0,09%)</td></tr><tr class='MAGYARORSZÁGONÉLŐDOLGOZÓÉSTANULÓEMBEREKPÁRTJA'><td>Megyeri Kitti (MAGYARORSZÁGON ÉLŐ DOLGOZÓ ÉS TANULÓ EMBEREK PÁRTJA)</td><td>45 (0,09%)</td></tr><tr class='TENNIAKARÁSMOZGALOM'><td>Szabó Attila (TENNI AKARÁS MOZGALOM)</td><td>45 (0,09%)</td></tr><tr class='MAGYARORSZÁGÉRTDEMOKRATIKUSPÁRT'><td>Lakatos Erika (MAGYARORSZÁGÉRT DEMOKRATIKUS PÁRT)</td><td>37 (0,07%)</td></tr><tr class='JÓÚTMAGYARPOLGÁRIPÁRT'><td>Kovács Sabrina (JÓ ÚT MAGYAR POLGÁRI PÁRT)</td><td>13 (0,03%)</td></tr></table>",22133,25327,2018,,,
2018_22,Békés megye 4. számú egyéni választókerület,Simonka György (FIDESZ-KDNP),21312,43.15,Dr. Szabó Ervin (JOBBIK),19510,39.5,"<table><tr><th>Jelöltek</th><th>Szavazatok</th></tr><tr class='FIDESZKDNP' class='first first2'><td>Simonka György (FIDESZ-KDNP)</td><td>21312 (43,15%)</td></tr><tr class='JOBBIK'><td>Dr. Szabó Ervin (JOBBIK)</td><td>19510 (39,5%)</td></tr><tr class='MSZPPÁRBESZÉD'><td>Füvesi Sándor (MSZP-PÁRBESZÉD)</td><td>5107 (10,34%)</td></tr><tr class='LMP'><td>Németh Sándor Dávid (LMP)</td><td>1081 (2,19%)</td></tr><tr class='EGYÜTT'><td>Bod Tamás (EGYÜTT)</td><td>542 (1,1%)</td></tr><tr class='MOMENTUM'><td>Sebők Éva (MOMENTUM)</td><td>526 (1,06%)</td></tr><tr class='MAGYARMUNKÁSPÁRT'><td>Gál Ferenc (MAGYAR MUNKÁSPÁRT)</td><td>361 (0,73%)</td></tr><tr class='Függetlenjelölt'><td>Kecskeméti Zsuzsanna (Független jelölt)</td><td>160 (0,32%)</td></tr><tr class='SPORTOSÉSEGÉSZSÉGESMAGYARORSZÁGÉRTPÁRT'><td>Palkó Noémi (SPORTOS ÉS EGÉSZSÉGES MAGYARORSZÁGÉRT PÁRT)</td><td>115 (0,23%)</td></tr><tr class='DEMOKRATAPÁRT'><td>Faragó Zoltán (DEMOKRATA PÁRT)</td><td>89 (0,18%)</td></tr><tr class='MAGYARIGAZSÁGÉSÉLETPÁRTJA'><td>Bodóczki Imre (MAGYAR IGAZSÁG ÉS ÉLET PÁRTJA)</td><td>74 (0,15%)</td></tr><tr class='FIATALOKÉSIDŐSEKTÁRSADALMIINTEGRÁCIÓJAPÁRT'><td>Németh Norbert Gedeon (FIATALOK ÉS IDŐSEK TÁRSADALMI INTEGRÁCIÓJA PÁRT)</td><td>71 (0,14%)</td></tr><tr class='AHAZAPÁRTJA'><td>Tóth Zoltánné (A HAZA PÁRTJA)</td><td>70 (0,14%)</td></tr><tr class='SZEGÉNYEMBEREKMAGYARORSZÁGÉRTPÁRT'><td>Turó Zsigmond Jenő (SZEGÉNY EMBEREK MAGYARORSZÁGÉRT PÁRT)</td><td>70 (0,14%)</td></tr><tr class='TENNIAKARÁSMOZGALOM'><td>Seres Róbert (TENNI AKARÁS MOZGALOM)</td><td>38 (0,08%)</td></tr><tr class='KÖZLEKEDŐPOLGÁROKPÁRTJA'><td>Dr. Turcsán Zsolt Attila (KÖZLEKEDŐ POLGÁROK PÁRTJA)</td><td>35 (0,07%)</td></tr><tr class='RENDÉSELSZÁMOLTATÁSPÁRT'><td>Bátori Tibor Győzőné (REND ÉS ELSZÁMOLTATÁS PÁRT)</td><td>32 (0,06%)</td></tr><tr class='MAGYARORSZÁGONÉLŐDOLGOZÓÉSTANULÓEMBEREKPÁRTJA'><td>Hegedűs Rebeka Friderika (MAGYARORSZÁGON ÉLŐ DOLGOZÓ ÉS TANULÓ EMBEREK PÁRTJA)</td><td>31 (0,06%)</td></tr><tr class='KELLAZÖSSZEFOGÁSPÁRT'><td>Balogh Menyhértné (KELL AZ ÖSSZEFOGÁS PÁRT)</td><td>29 (0,06%)</td></tr><tr class='MAGYARORSZÁGÉRTDEMOKRATIKUSPÁRT'><td>Csurár János (MAGYARORSZÁGÉRT DEMOKRATIKUS PÁRT)</td><td>28 (0,06%)</td></tr><tr class='MAGYARORSZÁGICIGÁNYPÁRT'><td>Faragó Lajos (MAGYARORSZÁGI CIGÁNYPÁRT)</td><td>25 (0,05%)</td></tr><tr class='IRÁNYTŰPÁRT'><td>Nagyné Kovács Marianna (IRÁNYTŰ PÁRT)</td><td>23 (0,05%)</td></tr><tr class='ÖSSZEFOGÁSPÁRT'><td>Rácz Erika (ÖSSZEFOGÁS PÁRT)</td><td>21 (0,04%)</td></tr><tr class='EURÓPAIROMAKERESZTÉNYEKJOBBLÉTÉÉRTDEMOKRATIKUSPÁRT'><td>Nagy Alíz (EURÓPAI ROMA KERESZTÉNYEK JOBBLÉTÉÉRT DEMOKRATIKUS PÁRT)</td><td>18 (0,04%)</td></tr><tr class='JÓÚTMAGYARPOLGÁRIPÁRT'><td>Csurár József (JÓ ÚT MAGYAR POLGÁRI PÁRT)</td><td>14 (0,03%)</td></tr><tr class='NETPÁRT'><td>Kálmándi Nándor (NET PÁRT)</td><td>13 (0,03%)</td></tr></table>",21312,26766,2018,,,
